Frame,Left Knee Angle,Right Knee Angle,Waist X,Waist Y,Waist Z
0,177.40118509043424,176.73283134569382,0.502191424369812,0.6206865012645721,3.261060919612646e-05
1,177.679754825925,176.87836562969224,0.5019346326589584,0.6206763386726379,3.276532515883446e-05
2,177.87697586189523,176.9541876662083,0.5017796754837036,0.6206593215465546,3.2794036087580025e-05
3,178.01308875247688,177.00749821833247,0.501675546169281,0.6206411421298981,3.178285260219127e-05
4,178.10597823739775,177.04603495902194,0.5016052722930908,0.6206210255622864,3.168829425703734e-05
5,178.17334873009193,177.06737550236136,0.5015561878681183,0.6206017136573792,3.153816214762628e-05
6,178.22100200531895,177.08018295724912,0.501519113779068,0.6205866634845734,3.1558971386402845e-05
7,178.2659756061134,177.0999828526713,0.5014827102422714,0.6205638349056244,3.226188709959388e-05
8,177.99030266319434,177.01430488921386,0.501373752951622,0.6213281154632568,2.800271613523364e-05
9,177.8480134833061,177.0546176843795,0.5012816339731216,0.6219967603683472,2.5484594516456127e-05
10,177.75350240543196,177.1067610022784,0.501192107796669,0.6225187182426453,2.4787266738712788e-05
11,177.75330670259018,177.16786033520566,0.501082569360733,0.6230013966560364,2.474704524502158e-05
12,177.76712831655988,177.2164702256856,0.5009927451610565,0.6233429908752441,2.483243588358164e-05
13,177.77577820515518,177.2588775852258,0.5008591264486313,0.6235466003417969,2.4648616090416908e-05
14,177.7693123291335,177.2820732991128,0.5007788091897964,0.6236453056335449,2.507434692233801e-05
15,177.73948336573966,177.28553120493746,0.5007413178682327,0.6237252652645111,2.584420144557953e-05
16,177.6074612839873,177.47091401788393,0.4997704029083252,0.6245285868644714,3.882369492202997e-05
17,177.46836732933915,177.57484530631538,0.4992416501045227,0.6250661611557007,4.5759836211800575e-05
18,177.32831100342074,177.6122387366782,0.4989311546087265,0.6253747642040253,5.078379763290286e-05
19,177.13608806301895,177.61343691260453,0.4987705945968628,0.6255299746990204,5.199509905651212e-05
20,176.99067709322912,177.58053571415357,0.49870795011520386,0.6255615651607513,5.563994636759162e-05
21,176.8696027732427,177.55399297884404,0.498667910695076,0.625574380159378,5.8820703998208046e-05
22,176.8000931351981,177.53588720233552,0.49863041937351227,0.6255757808685303,6.118236342445016e-05
23,176.7100178430919,177.52292695692555,0.49861952662467957,0.6255764961242676,6.263161776587367e-05
24,177.25977145441902,177.50522443378821,0.4988846629858017,0.6219334006309509,5.467425216920674e-05
25,177.40937114384732,177.52937476643172,0.4991026520729065,0.6202674210071564,5.162553861737251e-05
26,177.4813521062933,177.56584403362973,0.49922697246074677,0.6184448599815369,4.819117020815611e-05
27,177.40009176007155,177.54570074193379,0.49930839240550995,0.6167648732662201,4.8846122808754444e-05
28,177.3094548844443,177.51958472965643,0.4994414895772934,0.6157090663909912,4.9214111641049385e-05
29,177.27018352658666,177.50287181075285,0.4995070546865463,0.6153748035430908,5.1346723921597004e-05
30,177.21603185875196,177.49360821529964,0.49956825375556946,0.6152845919132233,5.267385859042406e-05
31,177.15126889835602,177.48140698883782,0.49962250888347626,0.6153640151023865,5.3705181926488876e-05
32,177.96623407294356,177.79971257877466,0.49962253868579865,0.614627331495285,4.9344031140208244e-05
33,178.3677472409399,178.13229861717372,0.499624565243721,0.6144189238548279,4.745274782180786e-05
34,178.27558907027984,178.25286761118232,0.49961504340171814,0.6139924228191376,4.718266427516937e-05
35,178.2076728144423,178.3679236770869,0.49959133565425873,0.6136638522148132,4.9058347940444946e-05
36,178.20567670801387,178.45745949954005,0.49957218766212463,0.6136875152587891,4.9695372581481934e-05
37,178.24014958790394,178.46515341805383,0.4995490610599518,0.6136380434036255,5.015288479626179e-05
38,178.264714602862,178.4621877514183,0.4995388835668564,0.6134083271026611,4.984508268535137e-05
39,178.32802038037286,178.47370107960384,0.4995245039463043,0.613428920507431,4.923203960061073e-05
40,178.2476269375201,178.50182617301132,0.49966005980968475,0.6147017180919647,8.19074921309948e-05
41,178.2391566788167,178.48121263372929,0.4997154623270035,0.6150465607643127,8.255802094936371e-05
42,178.3320075688276,178.53685750496746,0.499736025929451,0.6151467263698578,7.937010377645493e-05
43,178.43034657010037,178.59931180597363,0.4997476190328598,0.6152811646461487,7.72867351770401e-05
44,178.5231114545633,178.6481198346233,0.49974311888217926,0.6153647899627686,7.725879549980164e-05
45,178.6070761788308,178.68713794960533,0.49973565340042114,0.6154952943325043,7.838523015379906e-05
46,178.7317329911256,178.6918505064922,0.4997299015522003,0.6155620515346527,7.958011701703072e-05
47,178.84410432625097,178.66630280996537,0.4997182637453079,0.6156469285488129,8.004950359463692e-05
48,178.95129366139128,178.6754448903848,0.4997755438089371,0.6181407868862152,8.097197860479355e-05
49,179.05801944588794,178.63084788633395,0.4998345524072647,0.6197009384632111,8.135149255394936e-05
50,179.11635576314066,178.54654447566006,0.4998948574066162,0.62091264128685,7.809791713953018e-05
51,179.0973941319493,178.37805101857788,0.4999925345182419,0.6217465400695801,7.644062861800194e-05
52,179.07728067370743,178.29960943384486,0.5000986307859421,0.6223014891147614,7.523177191615105e-05
53,179.05228376865404,178.24264942260257,0.500182569026947,0.6226835250854492,7.333559915423393e-05
54,179.03038474149238,178.2225411676766,0.5002324432134628,0.6229233741760254,7.181242108345032e-05
55,179.00697164682347,178.19867480422846,0.5002705454826355,0.6230236291885376,6.957165896892548e-05
56,179.15010279903186,178.42968751894898,0.4998348355293274,0.6255431175231934,6.061745807528496e-05
57,179.12515464745627,178.58716491140862,0.4996294379234314,0.6271436214447021,5.50602562725544e-05
58,179.0409777577058,178.64823883558722,0.49950748682022095,0.6284810900688171,4.107970744371414e-05
59,179.03821660342362,178.6695364888638,0.49939173460006714,0.6291884779930115,3.724684938788414e-05
60,179.02360113396784,178.6440292818231,0.49932706356048584,0.6292508840560913,3.5177916288375854e-05
61,178.9970026908248,178.6307457805674,0.49931854009628296,0.6296318471431732,3.3853109925985336e-05
62,178.98708903556124,178.63711219408785,0.499308317899704,0.6299283802509308,2.9204878956079483e-05
63,178.97658639371627,178.62960777713704,0.49929723143577576,0.6300643086433411,2.585025504231453e-05
64,178.87450265463116,178.94203503704654,0.49893946945667267,0.624750167131424,3.4829601645469666e-05
65,178.84937258178553,179.15683893838192,0.4986428916454315,0.6223352253437042,3.788992762565613e-05
66,178.8243404861178,179.25838892344444,0.49850374460220337,0.6210375428199768,3.887759521603584e-05
67,178.79742558689577,179.29351423050684,0.49845507740974426,0.620219498872757,3.9389822632074356e-05
68,178.77551735524546,179.32733859968877,0.49841339886188507,0.6196373105049133,3.8918107748031616e-05
69,178.74842272867846,179.34983195546064,0.4983852058649063,0.619184136390686,3.912113606929779e-05
70,178.6945595545576,179.38049730543852,0.4983375668525696,0.61876380443573,3.942148759961128e-05
71,178.64060066347798,179.40340392258298,0.4982977509498596,0.6187530159950256,3.90917994081974e-05
72,178.66750106492097,179.53560059536397,0.49809500575065613,0.6164040863513947,5.005090497434139e-05
73,178.55921258928015,179.64654278622615,0.4980800449848175,0.6158103048801422,5.488586612045765e-05
74,178.56175010066946,179.7222249747554,0.4979829490184784,0.6152322888374329,5.20818866789341e-05
75,178.58449386293796,179.85958227366598,0.49793295562267303,0.6146119236946106,5.374231841415167e-05
76,178.62655072660255,179.94805170918255,0.4978339374065399,0.613768994808197,5.3571362514048815e-05
77,178.71084286037046,179.9415885467208,0.4976075440645218,0.6133062839508057,5.020649405196309e-05
78,178.76705360087644,179.82126450510341,0.49741455912590027,0.6129812598228455,5.305855302140117e-05
79,178.78799150501507,179.75785457939543,0.4973473697900772,0.6128326058387756,5.3599418606609106e-05
80,179.1132312346183,179.90605091672646,0.4970850944519043,0.6129104197025299,5.3021154599264264e-05
81,179.34520415071103,179.94938378563936,0.49682384729385376,0.6129588484764099,5.437619984149933e-05
82,179.58785896270712,179.95030804443132,0.4965999573469162,0.6129921078681946,5.429901648312807e-05
83,179.7794804372342,179.89127442738425,0.49642708897590637,0.6131884157657623,5.3116120398044586e-05
84,179.91048639537945,179.81439347680896,0.4963141828775406,0.6133873760700226,5.2481889724731445e-05
85,179.99409211087982,179.76232933267852,0.49627868831157684,0.6136586666107178,5.2315881475806236e-05
86,179.9371632078745,179.70998854974317,0.49626968801021576,0.6141371130943298,5.214964039623737e-05
87,179.87271740998767,179.64468308893976,0.4962622821331024,0.6146673560142517,5.0854054279625416e-05
88,179.91432357026517,179.62960663429033,0.49586641788482666,0.6171410977840424,3.820937126874924e-05
89,179.9495953458663,179.51721348231038,0.49566107988357544,0.6187957227230072,3.7253135815262794e-05
90,179.987751103702,179.4347337870598,0.49551428854465485,0.6197727620601654,3.417767584323883e-05
91,179.98039864148154,179.34083926586624,0.49538975954055786,0.620392918586731,3.4014228731393814e-05
92,179.92384047983296,179.25815469614514,0.4953214228153229,0.6206079125404358,3.418419510126114e-05
93,179.86890911698805,179.18615158397236,0.49530142545700073,0.6208193600177765,3.4132739529013634e-05
94,179.82704723435432,179.14172707959298,0.4952966570854187,0.6209085583686829,3.425753675401211e-05
95,179.78698227182701,179.11701730706156,0.49529752135276794,0.6210145950317383,3.289896994829178e-05
96,179.9230019771201,179.246166749259,0.49478505551815033,0.621600478887558,3.4435419365763664e-05
97,179.96308344017757,179.2943304822382,0.49457286298274994,0.6220233142375946,3.284611739218235e-05
98,179.96427269895892,179.29039838221627,0.49442240595817566,0.6221919357776642,3.252062015235424e-05
